lambdap,lambdad,lambdaf,1-ARP,AGD,1-ILS,IPE,HR,NDCG
0.1,0.01,100,0.1778209,0.1090587,0.24119067,0.85310334,0.8505961,0.2088536
0.1,0.01,1000,0.17767343,0.10946356,0.24569611,0.8542906,0.8576821,0.21103218
0.1,0.01,10000,0.16523054,0.109008096,0.22466516,0.8625547,0.84470206,0.19003436
0.1,0.01,100000,0.12936783,0.116295554,0.20128818,0.8713058,0.76344377,0.12333584
0.1,0.01,1000000,0.09985572,0.15080972,0.21115372,0.8668439,0.69519866,0.09136583
0.1,0.01,10000000,0.07499344,0.23441295,0.24300905,0.78000176,0.6159934,0.06668887
0.1,0.1,0,0.16057582,0.04853239,0.122339785,0.88024724,0.71423846,0.12499771
0.1,0.1,10,0.15773748,0.048987858,0.12131445,0.8805725,0.70798016,0.122544646
0.1,0.1,100,0.15945363,0.049038462,0.12416279,0.87769496,0.71725166,0.12629052
0.1,0.1,1000,0.16269769,0.048785426,0.12233068,0.8758982,0.70857614,0.1223409
0.1,0.1,10000,0.15712091,0.051670037,0.12555584,0.8816101,0.7143046,0.11797376
0.1,0.1,100000,0.13575332,0.0638664,0.11292273,0.90178186,0.6692715,0.08621644
0.1,0.1,1000000,0.10378275,0.09326924,0.13563913,0.9030386,0.61119205,0.07156713
0.1,0.1,10000000,0.08816913,0.1409919,0.18509561,0.86380243,0.6375497,0.07445489
0.1,1,0,0.12847523,0.027277326,0.15719062,0.894479,0.51301324,0.060822546
0.1,1,10,0.13289113,0.02758097,0.15918516,0.8689253,0.51483446,0.061180174
0.1,1,100,0.12572579,0.027682185,0.16440056,0.8805603,0.50963575,0.060238738
0.1,1,1000,0.12765618,0.027479757,0.15385106,0.8725109,0.50536424,0.05921833
0.1,1,10000,0.13015139,0.027530367,0.1307888,0.9283344,0.51860934,0.061520863
0.1,1,100000,0.13061874,0.03355263,0.07925831,0.95369834,0.53877485,0.06635981
0.1,1,1000000,0.11261668,0.048633605,0.084035136,0.9364293,0.5191722,0.05448351
0.1,1,10000000,0.09890801,0.08952429,0.12594575,0.90678537,0.5850662,0.06492857
0.1,10,0,0.1115998,0.01811741,0.11669044,0.9617408,0.454702,0.053936094
0.1,10,10,0.114065245,0.018066803,0.11973746,0.9607525,0.4594702,0.054953597
0.1,10,100,0.112284675,0.017459514,0.11503532,0.96332407,0.45917216,0.053297378
0.1,10,1000,0.11345746,0.018168015,0.11056644,0.96599406,0.46473512,0.053125642
0.1,10,10000,0.115024865,0.02130567,0.11799508,0.9620916,0.47784767,0.057703815
0.1,10,100000,0.112820104,0.025860325,0.08578844,0.95480716,0.48092714,0.058573406
0.1,10,1000000,0.11182217,0.029807692,0.06771046,0.96761656,0.4740066,0.05216918
0.1,10,10000000,0.10819016,0.046356276,0.081411466,0.9381202,0.50536424,0.052190144
0.1,100,0,0.10892899,0.016953442,0.12760882,0.95923537,0.45125827,0.054134697
0.1,100,10,0.11254414,0.016548583,0.120861314,0.9606854,0.4574172,0.05674712
0.1,100,100,0.116054,0.01604251,0.12647323,0.95446473,0.46506625,0.059154112
0.1,100,1000,0.10978745,0.01659919,0.12250038,0.9610826,0.45096025,0.056500472
0.1,100,10000,0.108358726,0.017560728,0.10973333,0.9703665,0.45284766,0.054091096
0.1,100,100000,0.112620555,0.017408907,0.09925948,0.94717073,0.47139072,0.059907027
0.1,100,1000000,0.10757136,0.02555668,0.08351891,0.95596045,0.4517881,0.05483541
0.1,100,10000000,0.107661866,0.028947368,0.06753165,0.96776915,0.45976824,0.048956245
1,0,0,0.20432465,0.19200405,0.5609793,0.6874016,0.79185426,0.17603144
1,0,10,0.20407417,0.1930668,0.5548964,0.6897475,0.7940397,0.17635486
1,0,100,0.20482096,0.18992914,0.5561727,0.6892198,0.7945364,0.17603895
1,0,1000,0.20415077,0.19200405,0.55667555,0.69006073,0.79493374,0.17540625
1,0,10000,0.20113559,0.1943826,0.52787054,0.7138876,0.7881788,0.17080055
1,0,100000,0.17288971,0.20779352,0.39735842,0.7875189,0.7328808,0.12686405
1,0,1000000,0.08406584,0.26882592,0.24879248,0.77297807,0.4439404,0.043590717
1,0,10000000,0.021247124,0.33557695,0.22048418,0.730209,0.12516557,0.008395297
1,0.0001,0,0.18738408,0.28851217,0.5252287,0.7441832,0.8804636,0.24570243
1,0.0001,10,0.18733618,0.28977734,0.528232,0.7451295,0.8836424,0.2486256
1,0.0001,100,0.18688942,0.28866395,0.53649527,0.74630994,0.88579476,0.24827047
1,0.0001,1000,0.18656796,0.29078946,0.5316196,0.7484255,0.88102645,0.24527664
1,0.0001,10000,0.17815056,0.2943826,0.492061,0.7704725,0.882053,0.24069615
1,0.0001,100000,0.14208823,0.3042004,0.36920977,0.807961,0.83774835,0.16987032
1,0.0001,1000000,0.07848805,0.3254555,0.26843473,0.74202746,0.59009933,0.059577562
1,0.0001,10000000,0.032766722,0.3054656,0.29124898,0.6503207,0.21384105,0.014682365
1,0.001,0,0.18187986,0.18871458,0.40268412,0.80823565,0.873808,0.24372788
1,0.001,10,0.18310049,0.19205466,0.40540797,0.8096798,0.8725497,0.24276109
1,0.001,100,0.17977911,0.19078949,0.39807683,0.80942744,0.87645704,0.2460084
1,0.001,1000,0.18138531,0.19185224,0.40189666,0.813378,0.87493384,0.24273315
1,0.001,10000,0.17153929,0.19757085,0.36620396,0.8273603,0.86632454,0.22863305
1,0.001,100000,0.13426712,0.20364372,0.29301602,0.8446603,0.8123841,0.15909626
1,0.001,1000000,0.08964745,0.2506073,0.25558338,0.7964896,0.6934438,0.08825902
1,0.001,10000000,0.04325554,0.29544535,0.28678888,0.6546308,0.36728477,0.028482312
1,0.01,0,0.17830999,0.1076923,0.24386284,0.852475,0.8560265,0.21228263
1,0.01,10,0.17973755,0.10809717,0.24630077,0.85022545,0.85211927,0.20971934
1,0.01,100,0.17795813,0.10865384,0.2437963,0.8522226,0.8519537,0.20992665
1,0.01,1000,0.178685,0.107793525,0.24212642,0.8530815,0.8474504,0.205425
1,0.01,10000,0.16499309,0.11007085,0.224291,0.8636826,0.8426159,0.19275372
1,0.01,100000,0.12934928,0.11578947,0.2088865,0.87213266,0.7774172,0.12736407
1,0.01,1000000,0.09709218,0.15182187,0.20265917,0.86575234,0.68768215,0.091281846
1,0.01,10000000,0.07346825,0.22722673,0.24362063,0.7733944,0.6165894,0.06572094
1,0.1,0,0.16280954,0.048633605,0.121512964,0.8797366,0.7190398,0.12811352
1,0.1,10,0.16262855,0.0486336,0.123595916,0.88129556,0.71619207,0.12732556
1,0.1,100,0.15899916,0.05,0.121721245,0.88385427,0.70450336,0.12323161
1,0.1,1000,0.15843396,0.04832996,0.1227118,0.8768188,0.7043378,0.12029572
1,0.1,10000,0.1559191,0.05161943,0.12239889,0.88130265,0.71258277,0.11735817
1,0.1,100000,0.13712585,0.06290486,0.11523416,0.9084647,0.6771192,0.09058269
1,0.1,1000000,0.10297515,0.092105255,0.13346115,0.90716726,0.6050993,0.07027461
1,0.1,10000000,0.089450754,0.13997975,0.19395074,0.86608666,0.6501325,0.07974154
1,1,0,0.12869692,0.027074898,0.16537341,0.8833188,0.5071523,0.058858536
1,1,10,0.12951547,0.027125508,0.14079808,0.890055,0.51155627,0.060411204
1,1,100,0.13209948,0.027277326,0.15213683,0.86679256,0.5145033,0.059775114
1,1,1000,0.12900499,0.027682189,0.1536817,0.8852185,0.51059604,0.060938857
1,1,10000,0.13501783,0.02798583,0.14093268,0.9113609,0.53423846,0.06487048
1,1,100000,0.12987341,0.033147775,0.07880467,0.95453644,0.5371192,0.06564795
1,1,1000000,0.11276817,0.049139675,0.083831325,0.93578637,0.5172517,0.053369872
1,1,10000000,0.098407105,0.09149797,0.12753648,0.90284586,0.57526493,0.06404296
1,10,0,0.110485986,0.018319838,0.11758101,0.9607588,0.4557616,0.053144883
1,10,10,0.115907274,0.01811741,0.11158117,0.9637453,0.47188744,0.056990433
1,10,100,0.11398597,0.017763156,0.11774409,0.9608011,0.4636755,0.054267894
1,10,1000,0.11217217,0.017813766,0.115534164,0.9602512,0.4570199,0.052405935
1,10,10000,0.111469045,0.021002024,0.11535038,0.963247,0.46529803,0.05415068
1,10,100000,0.11060379,0.026062753,0.08523596,0.9584702,0.4739735,0.05758859
1,10,1000000,0.110077426,0.02930162,0.06873811,0.96451485,0.467947,0.05140853
1,10,10000000,0.10970873,0.046356276,0.08076626,0.9444402,0.49927154,0.051046424
1,100,0,0.11350944,0.016649798,0.1271984,0.9545767,0.46493378,0.05688871
1,100,10,0.11212603,0.016953442,0.12094326,0.96469915,0.45877486,0.055421405
1,100,100,0.112092175,0.016447369,0.117283,0.9630287,0.45910597,0.056642026
1,100,1000,0.10962167,0.01659919,0.12079756,0.9656194,0.45115894,0.05608187
1,100,10000,0.104193844,0.017155869,0.108863786,0.97134733,0.44,0.052104045
1,100,100000,0.11068674,0.016953442,0.09679673,0.9497244,0.46821195,0.05917862
1,100,1000000,0.10895385,0.024493927,0.08637371,0.9525038,0.45304638,0.0553356
1,100,10000000,0.108214155,0.028846154,0.066555165,0.96712744,0.4607947,0.049172886
10,0,0,0.17475006,0.2520749,0.653159,0.68837404,0.89857614,0.24908042
10,0,10,0.17514773,0.25182185,0.6514176,0.68839324,0.8972185,0.24692962
10,0,100,0.1748501,0.2534919,0.6526469,0.6890346,0.89801323,0.24713588
10,0,1000,0.17509758,0.2530364,0.6477819,0.6927618,0.8977815,0.24690369
10,0,10000,0.17114373,0.25814778,0.61008066,0.7197224,0.89394045,0.2394381
10,0,100000,0.15009858,0.2605263,0.45437917,0.78881866,0.84735096,0.17840204
10,0,1000000,0.08688645,0.29635626,0.2650251,0.78025466,0.533841,0.057420045
10,0,10000000,0.022162678,0.3383097,0.23434345,0.71667355,0.13844371,0.009152694
10,0.0001,0,0.17262763,0.2929656,0.57582223,0.7435163,0.8949007,0.26283434
10,0.0001,10,0.17419748,0.29347163,0.58318454,0.7422967,0.8848344,0.25770625
10,0.0001,100,0.17323044,0.29326922,0.577458,0.74250275,0.89407283,0.2611815
10,0.0001,1000,0.17293508,0.2973684,0.56784075,0.7469524,0.89390725,0.26097703
10,0.0001,10000,0.1666269,0.29564777,0.53323716,0.77148724,0.8890729,0.24965525
10,0.0001,100000,0.13297747,0.30875507,0.3920583,0.81029814,0.83956957,0.17436913
10,0.0001,1000000,0.07401866,0.3299595,0.27831635,0.7364112,0.6061589,0.06279469
10,0.0001,10000000,0.0340591,0.3126518,0.26647165,0.6766243,0.22798014,0.015583989
10,0.001,0,0.17689243,0.19731781,0.42269653,0.8045189,0.884404,0.25186482
10,0.001,10,0.17720643,0.19423077,0.42278013,0.8039492,0.8819536,0.2503762
10,0.001,100,0.17464702,0.19539472,0.42312783,0.8073963,0.8874172,0.25222948
10,0.001,1000,0.17417711,0.19412956,0.41826606,0.81172514,0.8791059,0.2468141
10,0.001,10000,0.16480115,0.19969635,0.3856033,0.8295906,0.87324506,0.23249824
10,0.001,100000,0.12758654,0.2034919,0.307771,0.83839524,0.8059934,0.15816984
10,0.001,1000000,0.08964396,0.25,0.26593834,0.7954879,0.6979139,0.0887762
10,0.001,10000000,0.042827062,0.29655868,0.29240808,0.649505,0.36536422,0.028107654
10,0.01,0,0.17699698,0.110374495,0.24934728,0.85181534,0.85182124,0.21042123
10,0.01,10,0.17688504,0.110981785,0.2515579,0.8532985,0.8497351,0.21107838
10,0.01,100,0.17787454,0.11280365,0.2529847,0.84897554,0.85804635,0.21433088
10,0.01,1000,0.17573819,0.109109305,0.24779928,0.8527365,0.85377485,0.20884879
10,0.01,10000,0.16218036,0.10926113,0.22531533,0.86364996,0.840596,0.18847685
10,0.01,100000,0.12659973,0.118572876,0.20790406,0.8713995,0.7701987,0.12680545
10,0.01,1000000,0.09506266,0.15161943,0.21044214,0.86095536,0.6828146,0.09149582
10,0.01,10000000,0.07475463,0.23410931,0.24326964,0.78085566,0.615894,0.06659405
10,0.1,0,0.15767398,0.048633605,0.12132571,0.8785613,0.71218544,0.124128915
10,0.1,10,0.16099313,0.04979757,0.12537472,0.87557185,0.71486753,0.12691386
10,0.1,100,0.16046321,0.048987854,0.122169256,0.8780421,0.7225828,0.12989537
10,0.1,1000,0.15863574,0.04913968,0.123656176,0.8761379,0.7106954,0.122786105
10,0.1,10000,0.15322728,0.05288462,0.123143435,0.8807992,0.7102318,0.116670944
10,0.1,100000,0.13589743,0.06300607,0.11534939,0.90467376,0.6740067,0.08915414
10,0.1,1000000,0.10340915,0.092459515,0.1355863,0.9017356,0.6022848,0.06912968
10,0.1,10000000,0.0914315,0.14185223,0.19721381,0.86993045,0.6533113,0.08018265
10,1,0,0.13086453,0.027682185,0.1547807,0.8659528,0.5172186,0.062024515
10,1,10,0.12960014,0.027176116,0.14019576,0.87883586,0.50970197,0.060665388
10,1,100,0.12836286,0.02737854,0.14901578,0.8755091,0.50970197,0.06024184
10,1,1000,0.12796721,0.027429149,0.16167556,0.8909885,0.50754964,0.05933405
10,1,10000,0.13595697,0.02798583,0.12655188,0.9274376,0.53675497,0.065180965
10,1,100000,0.13131312,0.03319838,0.076707155,0.9529956,0.52913916,0.065201856
10,1,1000000,0.112513006,0.04838057,0.085125044,0.93366545,0.5161921,0.053872317
10,1,10000000,0.10018824,0.090030365,0.12808102,0.9094906,0.584106,0.06479365
10,10,0,0.11490017,0.017965587,0.10964508,0.9639505,0.46433774,0.054925404
10,10,10,0.11339937,0.01771255,0.10834955,0.9671108,0.46380797,0.053951602
10,10,100,0.115840614,0.01826923,0.113325045,0.9610125,0.4694702,0.055512674
10,10,1000,0.11386482,0.018421052,0.10875368,0.96431684,0.4642384,0.05386622
10,10,10000,0.109132156,0.01978745,0.11607256,0.9627551,0.4596358,0.052507717
10,10,100000,0.11034045,0.026012147,0.08767785,0.95532304,0.47417217,0.057386063
10,10,1000000,0.11026529,0.029959515,0.068845734,0.9653764,0.4691391,0.05191211
10,10,10000000,0.10989539,0.04665992,0.08291097,0.941209,0.50602645,0.05303518
10,100,0,0.10905091,0.016548583,0.12020154,0.9611505,0.44940394,0.05596151
10,100,10,0.11401095,0.016497975,0.12614939,0.95881146,0.45811257,0.057281572
10,100,100,0.115665436,0.016244939,0.11941461,0.9591688,0.4644702,0.059228666
10,100,1000,0.11548992,0.016497975,0.1171989,0.9624713,0.46380797,0.05757583
10,100,10000,0.10519526,0.017611336,0.11074591,0.96675795,0.44327816,0.051742665
10,100,100000,0.1111259,0.017054655,0.09843663,0.94964296,0.4712914,0.059088837
10,100,1000000,0.10711914,0.02332996,0.081139274,0.9594337,0.45006624,0.053557318
10,100,10000000,0.10799919,0.028188258,0.0674636,0.9686127,0.4627815,0.049424328
100,0,0,0.12354263,0.3523279,0.7645062,0.7062143,0.8952981,0.26467824
100,0,10,0.12474358,0.35581985,0.76406354,0.7102559,0.9004636,0.26505238
100,0,100,0.12456045,0.35263157,0.75995314,0.7094978,0.8978146,0.2647162
100,0,1000,0.124475285,0.3521255,0.7451632,0.7170987,0.9024504,0.26540226
100,0,10000,0.11854645,0.35389677,0.6842978,0.75942326,0.89049673,0.24774925
100,0,100000,0.09316163,0.3506073,0.5150295,0.80012286,0.820298,0.16954862
100,0,1000000,0.073950835,0.37788463,0.34469682,0.7746446,0.69211924,0.09138896
100,0,10000000,0.031432644,0.38309717,0.24268503,0.73281235,0.2365894,0.017492047
100,0.0001,0,0.13473728,0.3166498,0.6688652,0.7460601,0.88529795,0.2621797
100,0.0001,10,0.13398024,0.31503037,0.6773637,0.74358207,0.8901987,0.26580706
100,0.0001,100,0.13299839,0.3208502,0.6759428,0.74174434,0.886755,0.26284826
100,0.0001,1000,0.13229354,0.31988865,0.66903555,0.7501468,0.8856292,0.26107413
100,0.0001,10000,0.12430438,0.32186234,0.6050815,0.78893745,0.877351,0.2407283
100,0.0001,100000,0.09567054,0.3191802,0.48184174,0.80959445,0.8031457,0.16286501
100,0.0001,1000000,0.06684543,0.35045546,0.33949766,0.7353553,0.66817874,0.07988767
100,0.0001,10000000,0.034275945,0.34544533,0.3009706,0.6560255,0.27854306,0.019575816
100,0.001,0,0.14975312,0.21255061,0.5099491,0.8004711,0.88350993,0.2544027
100,0.001,10,0.1506735,0.21143726,0.50034374,0.8041729,0.87851,0.251306
100,0.001,100,0.14959547,0.21143726,0.50604725,0.80279064,0.87688744,0.25199375
100,0.001,1000,0.14798847,0.2102733,0.49863052,0.8064205,0.87791395,0.24955669
100,0.001,10000,0.13507536,0.21158907,0.46112505,0.8342956,0.8633113,0.22229898
100,0.001,100000,0.09705019,0.20966598,0.36666024,0.82281274,0.77354306,0.13496777
100,0.001,1000000,0.07543647,0.2546559,0.29986832,0.7840446,0.6908609,0.08889124
100,0.001,10000000,0.044188246,0.30475706,0.30103073,0.6547341,0.3986093,0.0323944
100,0.01,0,0.16522382,0.12373482,0.29688194,0.84876,0.86453646,0.22173142
100,0.01,10,0.16470067,0.12302633,0.2951268,0.84814537,0.864967,0.22386114
100,0.01,100,0.16610286,0.12302631,0.29523078,0.8504794,0.8618212,0.22172141
100,0.01,1000,0.16326503,0.12403846,0.29174846,0.8504316,0.8620199,0.21811493
100,0.01,10000,0.14861801,0.12095143,0.26522595,0.86256856,0.8505961,0.1945321
100,0.01,100000,0.11076728,0.12302633,0.2400082,0.86494684,0.75427157,0.11632502
100,0.01,1000000,0.0850514,0.15232794,0.23084065,0.8551971,0.6793709,0.087215
100,0.01,10000000,0.07111945,0.23183198,0.25164148,0.7734972,0.60168874,0.063470684
100,0.1,0,0.15845284,0.05369433,0.13356578,0.8719778,0.7400993,0.13617797
100,0.1,10,0.15726349,0.05242915,0.13336313,0.87324697,0.732649,0.13369848
100,0.1,100,0.15779701,0.054149795,0.13202158,0.8784043,0.73837745,0.13503832
100,0.1,1000,0.1613265,0.055060733,0.13354212,0.87782896,0.7442385,0.1376514
100,0.1,10000,0.15564972,0.057236843,0.13541612,0.8839815,0.7483112,0.12979937
100,0.1,100000,0.13070849,0.066042505,0.12191347,0.9068224,0.6689735,0.08719322
100,0.1,1000000,0.09982577,0.09316801,0.13886479,0.9046508,0.5977484,0.067900196
100,0.1,10000000,0.090179995,0.14215586,0.19671682,0.87199783,0.6470861,0.079549596
100,1,0,0.13160293,0.0277834,0.1433787,0.87975055,0.5116888,0.06132118
100,1,10,0.13320428,0.028087044,0.14566545,0.88308877,0.523841,0.0633031
100,1,100,0.13546036,0.028795546,0.14690007,0.86964273,0.52172184,0.06420454
100,1,1000,0.1336368,0.028340083,0.15357523,0.86982954,0.5257947,0.06409088
100,1,10000,0.1362001,0.028694332,0.13739476,0.9161726,0.5284106,0.06390011
100,1,100000,0.13619891,0.035222672,0.078069076,0.9466964,0.5552649,0.06970322
100,1,1000000,0.110604726,0.05,0.08424043,0.9387838,0.5195033,0.05553002
100,1,10000000,0.09808453,0.08937247,0.12533581,0.9077282,0.58112586,0.06386301
100,10,0,0.11419632,0.018572874,0.11098399,0.96370333,0.46559605,0.054906137
100,10,10,0.11787577,0.018066801,0.114787474,0.95519465,0.47099343,0.05625757
100,10,100,0.11105858,0.018572873,0.11185022,0.9638001,0.4554305,0.053718913
100,10,1000,0.11580753,0.018572873,0.109725714,0.9678871,0.46728477,0.055560213
100,10,10000,0.11244218,0.021204453,0.117402375,0.9579541,0.47172183,0.054232318
100,10,100000,0.11194436,0.025657896,0.088777184,0.9553833,0.47771525,0.057800792
100,10,1000000,0.10980488,0.028846154,0.06653198,0.969725,0.46953645,0.049821086
100,10,10000000,0.10776584,0.047520243,0.08227156,0.9378358,0.5053643,0.052648015
100,100,0,0.114622176,0.016194332,0.12254492,0.95862883,0.4628808,0.058198027
