lambdap,lambdad,lambdaf,1-ARP,AGD,1-ILS,IPE,HR,NDCG
100,100,10,0.11465333,0.016346153,0.11602787,0.9653133,0.46566224,0.058213092
100,100,100,0.11509983,0.01604251,0.12932935,0.9543282,0.4621192,0.05781417
100,100,1000,0.10959055,0.01680162,0.12037985,0.9593875,0.45453644,0.05589488
100,100,10000,0.1051805,0.017408906,0.105777524,0.97124803,0.44410595,0.053144522
100,100,100000,0.11119312,0.017408906,0.10127107,0.9491657,0.46533114,0.059275042
100,100,1000000,0.109302305,0.024493927,0.08841692,0.9504725,0.45615894,0.055859398
100,100,10000000,0.108244434,0.027479758,0.0682747,0.96361816,0.4651987,0.049754433
1000,0,0,0.07313682,0.461083,0.8101063,0.7321056,0.7855298,0.1650288
1000,0,10,0.07325886,0.461083,0.8035985,0.7422675,0.7867218,0.16618642
1000,0,100,0.071483694,0.4635628,0.8000822,0.72711724,0.7839735,0.16445939
1000,0,1000,0.07434398,0.4576417,0.8048134,0.7506097,0.78122514,0.16352029
1000,0,10000,0.0642758,0.43122467,0.7436245,0.8028229,0.72188747,0.13346158
1000,0,100000,0.04664328,0.34003037,0.6163424,0.8123128,0.56509936,0.07992185
1000,0,1000000,0.0401747,0.33208504,0.4710641,0.7349364,0.52956957,0.06055696
1000,0,10000000,0.041076727,0.43992916,0.34800726,0.70315516,0.49751654,0.045809355
1000,0.0001,0,0.08066543,0.39903846,0.7534117,0.7669352,0.7940397,0.17328203
1000,0.0001,10,0.0795296,0.40121454,0.75415146,0.75839865,0.7983113,0.17700496
1000,0.0001,100,0.07923159,0.4008097,0.76189816,0.7606802,0.7888742,0.17263016
1000,0.0001,1000,0.0791284,0.39838055,0.7437568,0.7754098,0.78741723,0.17297587
1000,0.0001,10000,0.069897726,0.37661943,0.69383204,0.8116428,0.74139076,0.14211793
1000,0.0001,100000,0.04861325,0.3018219,0.58258116,0.7980021,0.5755299,0.079694524
1000,0.0001,1000000,0.042795964,0.31067815,0.44872388,0.7363341,0.5416225,0.062358625
1000,0.0001,10000000,0.040775783,0.40880567,0.36141488,0.6709069,0.49016556,0.045103412
1000,0.001,0,0.09593348,0.2856275,0.6351112,0.8079815,0.8199338,0.19237573
1000,0.001,10,0.09533769,0.2883603,0.6355643,0.80610865,0.8183444,0.19267519
1000,0.001,100,0.09647088,0.2876012,0.6356486,0.81286466,0.81665564,0.1919969
1000,0.001,1000,0.094244614,0.28709513,0.61393225,0.8270503,0.81165564,0.18663533
1000,0.001,10000,0.08195156,0.27737853,0.60354745,0.84092414,0.75271523,0.14995258
1000,0.001,100000,0.053097326,0.22135627,0.49806675,0.79429376,0.5881788,0.07866551
1000,0.001,1000000,0.04650522,0.23243928,0.4017287,0.7556478,0.5455629,0.061456937
1000,0.001,10000000,0.046393715,0.33507085,0.3411902,0.6830173,0.5307616,0.05006352
1000,0.01,0,0.12340711,0.17095141,0.43234906,0.85124224,0.8406292,0.20346232
1000,0.01,10,0.12131395,0.17236844,0.44223675,0.8483075,0.84076154,0.20468096
1000,0.01,100,0.12240461,0.17226721,0.44146505,0.849507,0.8394371,0.20454597
1000,0.01,1000,0.12093793,0.17110324,0.4435121,0.85331714,0.82950336,0.19778872
1000,0.01,10000,0.10527476,0.16538462,0.41565332,0.86994934,0.79158944,0.15771382
1000,0.01,100000,0.069217786,0.13598177,0.33291453,0.8559718,0.6125828,0.07885188
1000,0.01,1000000,0.058170892,0.1492915,0.29629847,0.8267164,0.56794703,0.06518711
1000,0.01,10000000,0.06502791,0.23714575,0.28030872,0.78442204,0.6218543,0.07108486
1000,0.1,0,0.15063,0.08279352,0.19411978,0.8654138,0.81119204,0.17599122
1000,0.1,10,0.15448397,0.081831984,0.19958666,0.86563855,0.81463575,0.17624032
1000,0.1,100,0.15209575,0.0812753,0.19429776,0.86901903,0.8171854,0.17576483
1000,0.1,1000,0.15192492,0.080870435,0.1956923,0.86698115,0.80711925,0.17024238
1000,0.1,10000,0.14320171,0.0791498,0.18269925,0.88016665,0.7800331,0.14165203
1000,0.1,100000,0.10911684,0.07206477,0.13416925,0.9163798,0.6101656,0.07244789
1000,0.1,1000000,0.07839588,0.09402834,0.17030652,0.8825861,0.5480132,0.059847333
1000,0.1,10000000,0.0788251,0.14200404,0.21300158,0.8595564,0.62596023,0.07534559
1000,1,0,0.1459345,0.034564774,0.11631562,0.900235,0.607053,0.08651939
1000,1,10,0.15025139,0.034210525,0.12200204,0.8914758,0.60923845,0.08735672
1000,1,100,0.14809375,0.03390688,0.12358979,0.88871944,0.6039073,0.08569001
1000,1,1000,0.1515801,0.034159917,0.12512589,0.88947695,0.61215234,0.08779319
1000,1,10000,0.15887845,0.035374492,0.12281032,0.89072686,0.6213576,0.08816574
1000,1,100000,0.1483364,0.040131576,0.08539424,0.91922176,0.59506625,0.0746712
1000,1,1000000,0.104986645,0.05308705,0.08660815,0.93612784,0.5011259,0.048787363
1000,1,10000000,0.093700774,0.089170046,0.13038978,0.9046928,0.55920535,0.060360976
1000,10,0,0.11117685,0.01923077,0.11882919,0.9550932,0.44937086,0.050548207
1000,10,10,0.11366693,0.01938259,0.11865999,0.9576291,0.45711923,0.052094422
1000,10,100,0.12080804,0.01902834,0.10726595,0.95269185,0.48390728,0.056412894
1000,10,1000,0.11863611,0.018876519,0.11978631,0.9516279,0.46844372,0.05454754
1000,10,10000,0.11756213,0.023380566,0.10998962,0.96175134,0.49317884,0.05901756
1000,10,100000,0.11825488,0.027176112,0.08368067,0.9472162,0.49675497,0.06201593
1000,10,1000000,0.11408708,0.03147773,0.0687805,0.9597071,0.48294705,0.052491613
1000,10,10000000,0.10855953,0.047520243,0.08141113,0.9416854,0.5056622,0.052493803
1000,100,0,0.11653159,0.01659919,0.12173432,0.95174444,0.47016558,0.05947761
1000,100,10,0.11420741,0.016649798,0.12090999,0.95936155,0.46119207,0.05748676
1000,100,100,0.11356463,0.016649798,0.117708005,0.9609373,0.46506625,0.057376318
1000,100,1000,0.111345015,0.016751012,0.117867924,0.96072114,0.45596027,0.054231625
1000,100,10000,0.106246695,0.01751012,0.108462796,0.9704054,0.447649,0.05276085
1000,100,100000,0.11247758,0.017054655,0.095407985,0.94751835,0.46874171,0.059399217
1000,100,1000000,0.10845119,0.025809716,0.08503364,0.9541131,0.45668873,0.055828758
1000,100,10000000,0.110371694,0.028441299,0.06947271,0.9647931,0.4652649,0.050429434
10000,0,0,0.044578362,0.4555162,0.8070558,0.7320863,0.58715236,0.08064316
10000,0,10,0.043499045,0.45293522,0.8014027,0.7222652,0.58019865,0.081081375
10000,0,100,0.043464348,0.4512146,0.8258133,0.72737217,0.58562917,0.07989039
10000,0,1000,0.04294489,0.45136642,0.78411496,0.75874704,0.58251655,0.07905196
10000,0,10000,0.03554484,0.37459517,0.7035064,0.7929389,0.5014569,0.060142417
10000,0,100000,0.021231646,0.11077936,0.51209724,0.67752016,0.23609273,0.022261709
10000,0,1000000,0.025535803,0.13942307,0.4861729,0.7236019,0.31284767,0.032979026
10000,0,10000000,0.03256121,0.32196358,0.44213066,0.7370666,0.45298013,0.046110265
10000,0.0001,0,0.04486016,0.43243927,0.7882494,0.7385702,0.6021192,0.08456393
10000,0.0001,10,0.04570545,0.43952426,0.7844707,0.7450355,0.6064901,0.08591889
10000,0.0001,100,0.045909762,0.4396761,0.78336424,0.7495267,0.6090397,0.086804256
10000,0.0001,1000,0.04642184,0.43046555,0.7934104,0.7605598,0.6,0.08476497
10000,0.0001,10000,0.036677763,0.36275303,0.69959795,0.79913366,0.5098013,0.06139967
10000,0.0001,100000,0.024547506,0.11503036,0.4956929,0.6905666,0.260298,0.025304336
10000,0.0001,1000000,0.025625428,0.13724695,0.48117238,0.7205461,0.31248346,0.03306923
10000,0.0001,10000000,0.031318694,0.29757085,0.4583469,0.7078444,0.4386093,0.043824334
10000,0.001,0,0.053533502,0.3866903,0.7128501,0.7912844,0.6575497,0.10398009
10000,0.001,10,0.055158906,0.38016194,0.72520363,0.79155076,0.66175497,0.10636511
10000,0.001,100,0.054879177,0.38618422,0.7246392,0.7953598,0.6603643,0.10428794
10000,0.001,1000,0.05463136,0.37545547,0.71622837,0.8048317,0.6568874,0.103302695
10000,0.001,10000,0.04327438,0.3132085,0.64419067,0.8144482,0.54923844,0.07257424
10000,0.001,100000,0.023629535,0.10268219,0.48032817,0.69847745,0.25119203,0.024147842
10000,0.001,1000000,0.024777684,0.12211539,0.465427,0.6896218,0.3062914,0.031217296
10000,0.001,10000000,0.032835502,0.26852226,0.45071855,0.6974446,0.44834438,0.044414483
10000,0.01,0,0.078325875,0.27515182,0.61285853,0.84098464,0.7441722,0.14358434
10000,0.01,10,0.07840608,0.27550608,0.6018489,0.84862375,0.74801326,0.1437835
10000,0.01,100,0.07673379,0.27636638,0.59890175,0.84541523,0.74367553,0.14245597
10000,0.01,1000,0.076609954,0.27125508,0.6196858,0.8503472,0.739106,0.14088228
10000,0.01,10000,0.061113548,0.23162957,0.55399954,0.85354507,0.63745034,0.09669161
10000,0.01,100000,0.03355428,0.09448381,0.34811437,0.73858577,0.2818874,0.02652103
10000,0.01,1000000,0.031284492,0.106730774,0.39154306,0.716067,0.33354303,0.035520576
10000,0.01,10000000,0.039179776,0.20450406,0.38435298,0.7250627,0.47754964,0.047823723
10000,0.1,0,0.11323558,0.16371456,0.41693577,0.868378,0.8057947,0.17993204
10000,0.1,10,0.111511335,0.16285424,0.41181374,0.8636265,0.80129135,0.17669165
10000,0.1,100,0.112441435,0.16163966,0.4115664,0.8676027,0.7996689,0.17636749
10000,0.1,1000,0.10947399,0.1632085,0.39795315,0.87370527,0.8028145,0.1707633
10000,0.1,10000,0.097024694,0.14038461,0.33523276,0.9020106,0.7128477,0.12006311
10000,0.1,100000,0.054600727,0.071659915,0.22556964,0.7548471,0.3195033,0.030576652
10000,0.1,1000000,0.0447682,0.086690284,0.25552565,0.7797383,0.35774833,0.035704583
10000,0.1,10000000,0.050283305,0.13294534,0.28755695,0.81226665,0.50867546,0.054902982
10000,1,0,0.15078239,0.07120445,0.17994578,0.8633949,0.7813908,0.15720804
10000,1,10,0.15038079,0.06993927,0.17834924,0.8640774,0.7816225,0.15569666
10000,1,100,0.15196823,0.07216599,0.17916465,0.86167413,0.78506625,0.1588716
10000,1,1000,0.1512439,0.07176113,0.18317474,0.86625373,0.7833775,0.15601176
10000,1,10000,0.15693389,0.06897773,0.17621052,0.8688235,0.73466885,0.13261501
10000,1,100000,0.098697744,0.05303644,0.1001123,0.87345064,0.44251657,0.044592094
10000,1,1000000,0.07100155,0.06229757,0.12580702,0.87455004,0.39516556,0.03723161
10000,1,10000000,0.073106036,0.08972673,0.17482159,0.8728763,0.50486755,0.052998118
10000,10,0,0.14073792,0.030516196,0.1164181,0.8954288,0.55509937,0.074585326
10000,10,10,0.1456007,0.031224698,0.11299541,0.90908957,0.56880796,0.07835217
10000,10,100,0.14322399,0.03102227,0.11292853,0.89529526,0.564106,0.07649046
10000,10,1000,0.14842403,0.031123484,0.12305949,0.9014667,0.5748013,0.08066545
10000,10,10000,0.15850987,0.03324899,0.12655568,0.8900062,0.6087086,0.089159176
10000,10,100000,0.15216675,0.031629555,0.091602355,0.9045321,0.5748013,0.07654798
10000,10,1000000,0.11299884,0.036842104,0.060307138,0.9580449,0.48288077,0.04992006
10000,10,10000000,0.10207315,0.050860323,0.08743547,0.9345377,0.487053,0.046250843
10000,100,0,0.113327324,0.017965587,0.118433334,0.95554864,0.45609275,0.052121215
10000,100,10,0.1152217,0.017712552,0.11370303,0.95746374,0.46569538,0.052914105
10000,100,100,0.11616121,0.01811741,0.109125055,0.9576491,0.46791393,0.05473391
10000,100,1000,0.11684821,0.018724697,0.11147736,0.96063405,0.475,0.053854503
10000,100,10000,0.11456257,0.020799596,0.11215486,0.96525353,0.47582778,0.053965766
10000,100,100000,0.12065829,0.021153847,0.08930715,0.9423483,0.5034768,0.065093756
10000,100,1000000,0.11509673,0.026821863,0.07721758,0.9466036,0.47433776,0.057626523
10000,100,10000000,0.1124202,0.030111337,0.06695499,0.96014845,0.4757616,0.05023256
