lambdap,lambdad,lambdaf,ARP,AGD,ILS,IPE,HR,NDCG,
100,1,10000000,0.54669823,0.529708643,0.821771042,0.875356298,0.789487972,0.345604703,
100,10,0,0.130482301,0.022482201,0.990107356,0.970425436,0.848856265,0.584193945,
100,10,10,0.135099586,0.027070407,1,0.981759061,0.844226526,0.583473413,
100,10,100,0.121060568,0.039229176,0.982744689,0.988022508,0.859749366,0.59186878,
100,10,1000,0.060569773,0.04679971,0.949789186,0.927587702,0.904139522,0.64890854,
100,10,10000,0.010255549,0.04702913,0.936888077,0.881680151,0.887799634,0.557920758,
100,10,100000,0.210346432,0.101169987,0.956631469,0.976766726,0.895697258,0.549954988,
100,10,1000000,0.371727722,0.209910525,0.900319973,0.863897018,0.893246152,0.563916154,
100,10,10000000,0.418115579,0.348474413,0.845162815,0.846859158,0.890522906,0.513890254,
100,100,0,0.143972843,0.002294091,0.983468394,0.950665247,0.838235305,0.572048371,
100,100,10,0.131117762,0.0045882,0.985573749,0.960742242,0.838235305,0.579306542,
100,100,100,0.122887747,0.021105751,0.97504713,0.967964484,0.847766872,0.580457911,
100,100,1000,0.119932497,0.026382211,0.992236592,0.98425223,0.859204855,0.589466771,
100,100,10000,0.052101323,0.042211514,0.952343077,0.908142142,0.84667744,0.560757619,
100,100,100000,0.021740165,0.049782057,0.941266209,0.896337559,0.867374709,0.530498241,
100,100,1000000,0.223876144,0.105758208,0.961195014,0.979700949,0.898420453,0.544133628,
100,100,10000000,0.364771085,0.204175267,0.897215845,0.863630971,0.885620872,0.555132263,
1000,0,0,0.723449922,0.92865339,0.028727088,0.049042316,0.860021788,0.53874907,
1000,0,10,0.729940608,0.914888734,0.040150896,0.094016176,0.86410676,0.533153389,
1000,0,100,0.739761506,0.906171216,0.19098655,0.318000499,0.845315919,0.490300237,
1000,0,1000,0.795694522,0.80545995,0.494159535,0.81280006,0.783224354,0.371358264,
1000,0,10000,0.82074097,0.448268007,0.393121896,0.500004049,0.681372578,0.277686913,
1000,0,100000,0.717600088,0.601055291,0.63580255,0.714868715,0.785947678,0.375611828,
1000,0,1000000,0.763024586,0.85638907,0.770423775,0.814879936,0.611655759,0.20966303,
1000,0,10000000,0.932403325,0.824959825,0.741607094,0.63624151,0.138616512,0.030638929,
1000,0.0001,0,0.716527497,0.911218258,0.070869392,0.100707611,0.861655782,0.540510625,
1000,0.0001,10,0.715226302,0.905941798,0.109369373,0.148112734,0.860021788,0.538558971,
1000,0.0001,100,0.729706177,0.899288946,0.2056581,0.328643731,0.850762489,0.508115429,
1000,0.0001,1000,0.787235307,0.785501238,0.51997969,0.821370057,0.790577289,0.377402881,
1000,0.0001,10000,0.813712653,0.442762091,0.391740296,0.502146987,0.682734214,0.278423156,
1000,0.0001,100000,0.713648176,0.59073177,0.635688902,0.71830757,0.786492329,0.378459171,
1000,0.0001,1000000,0.764359928,0.878412505,0.748407595,0.820505942,0.587418272,0.205223117,
1000,0.0001,10000000,0.925981654,0.855241999,0.754083572,0.671652904,0.143518494,0.03303184,
1000,0.001,0,0.68774432,0.851571446,0.238864785,0.258005377,0.884803837,0.595673289,
1000,0.001,10,0.676105369,0.841018623,0.296079425,0.321701459,0.87717875,0.580488058,
1000,0.001,100,0.697136782,0.825877497,0.373856875,0.504744047,0.86465145,0.542512949,
1000,0.001,1000,0.756716103,0.745813215,0.582146619,0.876411059,0.794390031,0.393144589,
1000,0.001,10000,0.800457661,0.427162264,0.429851391,0.517168763,0.697984683,0.290198969,
1000,0.001,100000,0.695608363,0.563431953,0.643416383,0.715282651,0.792483628,0.394240947,
1000,0.001,1000000,0.740531493,0.838953899,0.776614129,0.833607984,0.629084951,0.220580878,
1000,0.001,10000000,0.914893463,0.878871302,0.758730849,0.714802568,0.151416118,0.035260147,
1000,0.01,0,0.587015903,0.663225508,0.562803962,0.58262645,0.920479256,0.683581346,
1000,0.01,10,0.580705123,0.657949106,0.573689422,0.614704379,0.910675292,0.665577236,
1000,0.01,100,0.601341807,0.642349202,0.631878955,0.751436876,0.906045771,0.622993907,
1000,0.01,1000,0.67949436,0.568479014,0.704925461,0.934893743,0.840686231,0.454947175,
1000,0.01,10000,0.756337047,0.37577425,0.566296908,0.555303385,0.717592636,0.308727222,
1000,0.01,100000,0.657989126,0.490479475,0.686958364,0.70843733,0.809640552,0.413788847,
1000,0.01,1000000,0.681382091,0.684101872,0.775687122,0.841748751,0.71323537,0.272354515,
1000,0.01,10000000,0.829332418,0.792154206,0.791130097,0.773285252,0.308278883,0.07611055,
1000,0.1,0,0.394720066,0.395732961,0.820120239,0.78476124,0.949618776,0.804753211,
1000,0.1,10,0.396164412,0.397797626,0.828738941,0.822716784,0.949618648,0.805022916,
1000,0.1,100,0.417797849,0.39320944,0.849606767,0.892628759,0.945533856,0.75159733,
1000,0.1,1000,0.500552855,0.36109196,0.870516477,0.980567207,0.897875763,0.567974186,
1000,0.1,10000,0.618135219,0.282863041,0.756045341,0.684388865,0.797113316,0.374505991,
1000,0.1,100000,0.568724325,0.364303735,0.77163197,0.739229153,0.856481609,0.473170882,
1000,0.1,1000000,0.564143435,0.532232203,0.798624359,0.85845099,0.820533716,0.384560895,
1000,0.1,10000000,0.705642856,0.642349202,0.804491789,0.783607086,0.520697225,0.151685858,
1000,1,0,0.197700352,0.168846051,0.913992672,0.873586253,0.954248387,0.841719482,
1000,1,10,0.206049971,0.173204897,0.917742784,0.901708186,0.953976042,0.838665209,
1000,1,100,0.213078716,0.175269562,0.923514473,0.912413667,0.950435748,0.808089118,
1000,1,1000,0.212345351,0.159210822,0.935883236,0.921999996,0.937091412,0.705058252,
1000,1,10000,0.320264544,0.165404916,0.922061074,0.93208119,0.888888963,0.522082234,
1000,1,100000,0.442138911,0.223445725,0.862842809,0.800370846,0.882080642,0.505068332,
1000,1,1000000,0.448608624,0.355127323,0.836173333,0.833888382,0.880991326,0.509456689,
1000,1,10000000,0.547692321,0.514567517,0.825527093,0.871669047,0.785403116,0.341831434,
1000,10,0,0.130721191,0.047717353,0.984497138,0.990727957,0.888071979,0.643756157,
1000,10,10,0.141717246,0.049782057,0.991034426,1,0.898965144,0.659702874,
1000,10,100,0.104772777,0.059187887,0.981105883,0.986858929,0.906045771,0.673725339,
1000,10,1000,0.028958893,0.06148199,0.948293932,0.903671618,0.910675472,0.684514151,
1000,10,10000,0.011605631,0.057352591,0.947127609,0.888132958,0.906590474,0.573198499,
1000,10,100000,0.226302935,0.112869927,0.954358681,0.970401744,0.905501042,0.531873074,
1000,10,1000000,0.373738424,0.207157586,0.889715622,0.848288526,0.898692927,0.560216113,
1000,10,10000000,0.420042117,0.356274394,0.835336003,0.843922107,0.892429155,0.511529879,
1000,100,0,0.141719248,0.008717589,0.982535368,0.950811123,0.837690601,0.57632414,
1000,100,10,0.142886353,0.009176408,0.984963659,0.957656616,0.845315919,0.573654523,
1000,100,100,0.120052692,0.029593938,0.985501968,0.983761907,0.856209135,0.591870138,
1000,100,1000,0.09571254,0.027529255,0.982451652,0.972096559,0.861111091,0.593438406,
1000,100,10000,0.023429543,0.034182153,0.956368324,0.904252122,0.854302796,0.570464128,
1000,100,100000,0,0.046570302,0.929459624,0.882123348,0.879901932,0.544161886,
1000,100,1000000,0.214817045,0.096811199,0.962229748,0.977821487,0.899782179,0.536583725,
1000,100,10000000,0.364874812,0.202798798,0.893525536,0.867665068,0.902777848,0.558756477,
10000,0,0,0.856686189,0.99816481,6.26177E-16,0.013688973,0.657407385,0.290901547,
10000,0,10,0.858562551,0.99587063,0.03607169,0.066550663,0.68409585,0.304948933,
10000,0,100,0.865511231,0.977288369,0.226639631,0.314794745,0.654139422,0.271848855,
10000,0,1000,0.922228583,0.613902218,0.3984091,0.661676373,0.493736337,0.155144156,
10000,0,10000,0.990837597,0.254645552,0.027064215,0.001489261,0.279684079,0.075843784,
10000,0,100000,0.896043318,0.354897924,0.274308449,0.269039668,0.523148151,0.175994882,
10000,0,1000000,0.755382608,0.6292728,0.630634973,0.715590426,0.734749431,0.329157774,
10000,0,10000000,0.803065109,0.901812332,0.757767914,0.797064243,0.549564271,0.173430768,
10000,0.0001,0,0.85140398,1,0.01616082,0.028899466,0.677832232,0.307314062,
10000,0.0001,10,0.854123316,0.997706013,0.050073364,0.081827603,0.65958603,0.287459017,
10000,0.0001,100,0.867757701,0.97705897,0.247268204,0.33642163,0.650054502,0.272337846,
10000,0.0001,1000,0.923468861,0.623766883,0.417769721,0.670612967,0.49237474,0.156523519,
10000,0.0001,10000,0.989450992,0.256251439,0.040372101,0,0.289760362,0.080669105,
10000,0.0001,100000,0.897299292,0.353750892,0.268476974,0.25666679,0.540032704,0.179758248,
10000,0.0001,1000000,0.760402443,0.631108106,0.642262079,0.734010185,0.729030491,0.322807147,
10000,0.0001,10000000,0.805077631,0.922918172,0.736349811,0.787346176,0.543572999,0.175134098,
10000,0.001,0,0.843297072,0.994035344,0.111660158,0.115821282,0.676742916,0.308750431,
10000,0.001,10,0.849336001,0.994952919,0.13029704,0.16200529,0.67619829,0.300500664,
10000,0.001,100,0.855389881,0.965129465,0.304010316,0.399795757,0.675653663,0.285866123,
10000,0.001,1000,0.916638789,0.595778851,0.40997047,0.685234387,0.499455329,0.156538713,
10000,0.001,10000,0.987048768,0.260151391,0.059541297,0.004348211,0.298474958,0.082073418,
10000,0.001,100000,0.891956781,0.35696259,0.289201316,0.279923841,0.546023951,0.181816898,
10000,0.001,1000000,0.756628755,0.623537523,0.626011609,0.7049277,0.749183006,0.330074708,
10000,0.001,10000000,0.805877553,0.927735738,0.749783217,0.790898732,0.562091507,0.176556337,
10000,0.01,0,0.789792757,0.897682962,0.337276842,0.349726441,0.754084962,0.382070658,
10000,0.01,10,0.789846531,0.904794592,0.341439635,0.420685765,0.760348644,0.377600214,
10000,0.01,100,0.798022118,0.887818238,0.468650523,0.608704409,0.751361639,0.355364627,
10000,0.01,1000,0.885253951,0.573755474,0.500828396,0.73064626,0.539215669,0.188749776,
10000,0.01,10000,0.971482186,0.250516163,0.166721631,0.057599504,0.318355167,0.085975395,
10000,0.01,100000,0.880912874,0.336315683,0.317288196,0.244808012,0.553376808,0.187175514,
10000,0.01,1000000,0.740354976,0.574214252,0.632201964,0.670748517,0.746732028,0.340978028,
10000,0.01,10000000,0.774943944,0.854324327,0.759149515,0.824736339,0.588235282,0.189262363,
10000,0.1,0,0.657060591,0.682496043,0.604473823,0.649660581,0.871731911,0.554765915,
10000,0.1,10,0.654003162,0.693278284,0.609318476,0.678240962,0.857843142,0.536441372,
10000,0.1,100,0.672891758,0.677449039,0.657489828,0.776527935,0.853485812,0.500584895,
10000,0.1,1000,0.766221637,0.508602938,0.679302654,0.842185907,0.69226582,0.286086664,
10000,0.1,10000,0.877684682,0.245010323,0.503806992,0.308091958,0.475490238,0.14034796,
10000,0.1,100000,0.822457871,0.299380617,0.487777869,0.343064225,0.622276707,0.224891179,
10000,0.1,1000000,0.679726743,0.482908931,0.685570785,0.699407684,0.791394324,0.384589537,
10000,0.1,10000000,0.69512881,0.693966442,0.772810188,0.822687438,0.698257157,0.253686478,
10000,1,0,0.419397966,0.395962379,0.832788029,0.803224698,0.930827859,0.755338502,
10000,1,10,0.423310776,0.381738944,0.839827766,0.839937407,0.932734236,0.749082939,
10000,1,100,0.435227677,0.403762321,0.852459702,0.871017297,0.925381302,0.708861048,
10000,1,1000,0.506564125,0.357880281,0.868913548,0.946025712,0.844498935,0.485967952,
10000,1,10000,0.603101882,0.188116527,0.75394601,0.588868304,0.705337617,0.290124515,
10000,1,100000,0.679207019,0.23193394,0.717868398,0.52908452,0.723311628,0.293613507,
10000,1,1000000,0.569832561,0.345721512,0.757708073,0.705470075,0.843137286,0.441378343,
10000,1,10000000,0.579035559,0.533149836,0.799533516,0.860834698,0.809640552,0.381148306,
10000,10,0,0.201922839,0.161734324,0.914136218,0.877462564,0.951252719,0.832456093,
10000,10,10,0.205107425,0.16219316,0.91541016,0.89881569,0.955610113,0.819904574,
10000,10,100,0.19280255,0.157834353,0.916331263,0.88156148,0.950708029,0.822917567,
10000,10,1000,0.152288751,0.136499192,0.93679836,0.893506327,0.91503261,0.667940977,
10000,10,10000,0.180480023,0.119752236,0.896456213,0.819400842,0.851579524,0.497402503,
10000,10,100000,0.317551823,0.13030509,0.899913294,0.865558631,0.863834415,0.467389797,
10000,10,1000000,0.451312974,0.218169284,0.860958777,0.791579057,0.871459758,0.498965456,
10000,10,10000000,0.450501269,0.357421445,0.830210241,0.835126591,0.88371452,0.511831267,
10000,100,0,0.117196665,0.039687993,0.981147767,0.976257339,0.871459758,0.625857874,
10000,100,10,0.141530402,0.041523279,0.99127368,0.98689106,0.887254943,0.63139512,
10000,100,100,0.126347526,0.058499633,0.980196766,0.984099071,0.896241949,0.65500746,
10000,100,1000,0.059241482,0.050011475,0.989772441,0.976399573,0.882080642,0.600399147,
10000,100,10000,0.008650199,0.042899729,0.970262273,0.930778118,0.858387845,0.554374999,
10000,100,100000,0.011926956,0.065840788,0.93342508,0.882758646,0.891339864,0.556450197,
10000,100,1000000,0.232634073,0.108281721,0.953323965,0.96686988,0.895969475,0.519742145,
10000,100,10000000,0.381279522,0.208992872,0.893687012,0.858287763,0.897331201,0.547843708,
,,,,,,,,,
,,,,,,,,,min
,,,,,,,,,max
